FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,PROGRAM SELECTED,BRANCH,ADMISSION STATUS,KETERANGAN PENGUJI 1,KETERANGAN PENGUJI 2,KETERANGAN PENGUJI 3,FINAL GRACE,GRADUATION STATUS,,
Participant 603,Participant 603,Wanita,08/01/2004,85000000603,Vocal - Choir,Solo,No,Good,,,,,,
Participant 628,Participant 628,Wanita,12/09/1998,85000000628,Vocal - Choir,Solo,Yes,Good,,,C,PASSED,,
Participant 146,Participant 146,Wanita,03/11/2000,85000000146,Vocal - Choir,Solo,No,Standard,,,,,,
Participant 760,Participant 760,Wanita,14/09/2000,85000000760,Vocal - Choir,Solo,Yes,Good,,,C,PASSED,,
Participant 778,Participant 778,Wanita,02/11/2002,85000000778,Vocal - Choir,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 804,Participant 804,Pria,16/07/1994,85000000804,Vocal - Choir,Bali,Yes,Standard,,,C,PASSED,,
Participant 834,Participant 834,Wanita,14/08/2001,85000000834,Vocal - Choir,Bali,Yes,Good,,,C,PASSED,,
Participant 59,Participant 59,Pria,08/01/1993,85000000059,Vocal - Singer,Ngawi,Yes,Good,,,C,PASSED,,
Participant 60,Participant 60,Pria,10/03/1985,85000000060,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 61,Participant 61,Pria,22/05/2002,85000000061,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
Participant 62,Participant 62,Pria,28/07/1992,85000000062,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 63,Participant 63,Wanita,20/01/1975,85000000063,Vocal - Singer,Yogyakarta,Yes,Standard,,,A,PASSED,,
Participant 65,Participant 65,Wanita,04/10/1998,85000000065,Vocal - Singer,Solo ,Yes,Good,,,A,PASSED,,
Participant 64,Participant 64,Wanita,06/09/2002,85000000064,Vocal - Singer,Solo ,Yes,Good,,,B,PASSED,,
PARTICIPANT 66,PARTICIPANT 66,Wanita,06/02/1997,85000000066,Vocal - Singer,Solo ,No,Standard,,,,,,
Participant 67,Participant 67,Wanita,29/08/1995,85000000067,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 69,Participant 69,Pria,04/06/1996,85000000069,Vocal - Singer,Solo,No,Good,,,,,,
Participant 70,Participant 70,Wanita,19/09/1994,85000000070,Vocal - Singer,Jakarta,Yes,Standard,,,A,PASSED,,
Participant 71,Participant 71,Wanita,09/11/1999,85000000071,Vocal - Singer,Semarang,No,Good,,,,,,
Participant 72,Participant 72,Pria,14/01/1995,85000000072,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 73,Participant 73,Wanita,13/03/1995,85000000073,Vocal - Singer,Bandung,Yes,Standard,,,A,PASSED,,
Participant 74,Participant 74,Wanita,08/08/1991,85000000074,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 75,Participant 75,Wanita,19/05/1998,85000000075,Vocal - Singer,Solo,No,Good,,,,,,
PARTICIPANT 76,PARTICIPANT 76,Wanita,31/03/1995,85000000076,Vocal - Singer,Yogyakarta,Yes,Standard,,,A,PASSED,,
Participant 78,Participant 78,Wanita,24/10/1976,85000000078,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
Participant 80,Participant 80,Wanita,15/01/1996,85000000080,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 81,Participant 81,Wanita,04/10/1996,85000000081,Vocal - Singer,Yogyakarta,Yes,Standard,,,C,PASSED,,
Participant 83,Participant 83,Wanita,07/03/1995,85000000083,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 84,Participant 84,Wanita,24/12/1994,85000000084,Vocal - Singer,Surabaya,Yes,Good,,,C,PASSED,,
participant 85,participant 85,Wanita,10/03/1990,85000000085,Vocal - Singer,Nias,Yes,Standard,,,C,PASSED,,
Participant 88,Participant 88,Pria,30/01/1986,85000000088,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 90,Participant 90,Wanita,04/04/1999,85000000090,Vocal - Singer,Ngawi,Yes,Good,,,B,PASSED,,
PARTICIPANT 91,PARTICIPANT 91,Pria,18/04/2000,85000000091,Vocal - Singer,Yogyakarta,Yes,Standard,,,B,PASSED,,
Participant 95,Participant 95,Wanita,27/12/1999,85000000095,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 107,Participant 107,Pria,25/03/1982,85000000107,Vocal - Singer,Solo,No,Good,,,,,,
Participant 108,Participant 108,Wanita,24/08/1999,85000000108,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 110,Participant 110,Wanita,08/07/1999,85000000110,Vocal - Singer,Solo ,Yes,Good,,,B,PASSED,,
Participant 111,Participant 111,Wanita,13/11/1993,85000000111,Vocal - Singer,Ngawi,No,Good,,,,,,
Participant 117,Participant 117,Pria,08/07/1999,85000000117,Vocal - Singer,Yogyakarta,No,Standard,,,,,,
Participant 121,Participant 121,Wanita,26/01/2000,85000000121,Vocal - Singer,Nias,Yes,Good,,,C,PASSED,,
Participant 124,Participant 124,Wanita,27/12/1988,85000000124,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 127,Participant 127,Pria,27/09/1997,85000000127,Vocal - Singer,Yogyakarta,No,Standard,,,,,,
Participant 134,Participant 134,Wanita,30/12/1981,85000000134,Vocal - Singer,Nias,No,Good,,,,,,
Participant 135,Participant 135,Wanita,18/03/1996,85000000135,Vocal - Singer,Yogyakarta,No,Good,,,,,,
Participant 140,Participant 140,Wanita,27/10/1999,85000000140,Vocal - Singer,Solo,Yes,Standard,,,B,PASSED,,
Participant 147,Participant 147,Wanita,02/03/1984,85000000147,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 149,Participant 149,Pria,23/04/1995,85000000149,Vocal - Singer,Solo,No,Good,,,,,,
Participant 154,Participant 154,Wanita,12/03/1996,85000000154,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 159,Participant 159,Wanita,02/12/1970,85000000159,Vocal - Singer,Madiun,Yes,Good,,,A,PASSED,,
Participant 160,Participant 160,Wanita,05/07/1980,85000000160,Vocal - Singer,Madiun,Yes,Good,,,B,PASSED,,
Participant 164,Participant 164,Wanita,29/11/1976,85000000164,Vocal - Singer,Madiun,Yes,Standard,,,A,PASSED,,
Participant 165,Participant 165,Wanita,07/08/1984,85000000165,Vocal - Singer,Madiun,Yes,Good,,,A,PASSED,,
Participant 166,Participant 166,Wanita,01/03/1988,85000000166,Vocal - Singer,Madiun,Yes,Good,,,B,PASSED,,
Participant 167,Participant 167,Wanita,01/03/1988,85000000167,Vocal - Singer,Madiun,Yes,Standard,,,A,PASSED,,
Participant 168,Participant 168,Wanita,12/06/1999,85000000168,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 172,Participant 172,Wanita,22/09/1994,85000000172,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 177,Participant 177,Wanita,05/09/2000,85000000177,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 179,Participant 179,Pria,04/07/2001,85000000179,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 180,Participant 180,Pria,02/10/2000,85000000180,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 181,Participant 181,Pria,31/01/1998,85000000181,Vocal - Singer,Solo,Yes,Standard,,,B,PASSED,,
participant 184,participant 184,Wanita,20/10/1993,85000000184,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 192,Participant 192,Wanita,05/08/1994,85000000192,Vocal - Singer,Jakarta,No,Good,,,,,,
Participant 193,Participant 193,Wanita,01/11/1998,85000000193,Vocal - Singer,Bandung,Yes,Standard,,,B,PASSED,,
Participant 196,Participant 196,Wanita,06/08/1996,85000000196,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
participant 200,participant 200,Wanita,02/12/1998,85000000200,Vocal - Singer,Nias,Yes,Good,,,A,PASSED,,
Participant 206,Participant 206,Pria,21/11/2001,85000000206,Vocal - Singer,Yogyakarta,Yes,Standard,,,C,PASSED,,
participant 211,participant 211,Wanita,01/05/1964,85000000211,Vocal - Singer,Nias,Yes,Good,,,B,PASSED,,
Participant 212,Participant 212,Pria,14/05/1993,85000000212,Vocal - Singer,Solo,No,Good,,,,,,
Participant 224,Participant 224,Wanita,18/01/1992,85000000224,Vocal - Singer,Purwokerto,No,Standard,,,,,,
Participant 225,Participant 225,Wanita,31/10/1980,85000000225,Vocal - Singer,Surabaya,Yes,Good,,,C,PASSED,,
Participant 226,Participant 226,Pria,13/10/1998,85000000226,Vocal - Singer,Purwokerto,Yes,Good,,,C,PASSED,,
Participant 227,Participant 227,Wanita,03/11/1999,85000000227,Vocal - Singer,Tangerang,Yes,Standard,,,B,PASSED,,
Participant 229,Participant 229,Wanita,10/03/1995,85000000229,Vocal - Singer,Tangerang,Yes,Good,,,B,PASSED,,
Participant 230,Participant 230,Wanita,07/12/1999,85000000230,Vocal - Singer,Tangerang,Yes,Good,,,A,PASSED,,
Participant 237,Participant 237,Wanita,26/05/1996,85000000237,Vocal - Singer,Pekalongan,No,Good,,,,,,
PARTICIPANT 242,PARTICIPANT 242,Wanita,30/06/1998,85000000242,Vocal - Singer,Solo,No,Good,,,,,,
Participant 247,Participant 247,Wanita,03/11/2002,85000000247,Vocal - Singer,Wonogiri,No,Standard,,,,,,
PARTICIPANT 249,PARTICIPANT 249,Wanita,23/02/1971,85000000249,Vocal - Singer,Wonogiri,Yes,Good,,,A,PASSED,,
Participant 254,Participant 254,Wanita,30/09/1974,85000000254,Vocal - Singer,Pekalongan,Yes,Bad,,,A,PASSED,,
PARTICIPANT 257,PARTICIPANT 257,Pria,16/04/1976,85000000257,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
Participant 258,Participant 258,Wanita,14/05/1995,85000000258,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 262,Participant 262,Wanita,18/05/1998,85000000262,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 269,Participant 269,Wanita,14/09/1993,85000000269,Vocal - Singer,Bandung,Yes,Good,,,A,PASSED,,
Participant 272,Participant 272,Wanita,04/06/1985,85000000272,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 274,Participant 274,Pria,13/05/2000,85000000274,Vocal - Singer,Bandung,Yes,Good,,,A,PASSED,,
Participant 279,Participant 279,Pria,29/11/1989,85000000279,Vocal - Singer,Tangerang,Yes,Good,,,A,PASSED,,
Participant 287,Participant 287,Wanita,11/11/1977,85000000287,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 290,Participant 290,Wanita,17/08/2002,85000000290,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 291,Participant 291,Pria,27/02/1994,85000000291,Vocal - Singer,Solo ,Yes,Good,,,B,PASSED,,
Participant 292,Participant 292,Wanita,07/06/1986,85000000292,Vocal - Singer,Bandung,Yes,Standard,,,B,PASSED,,
Participant 293,Participant 293,Pria,02/03/2002,85000000293,Vocal - Singer,Bandung,Yes,Good,,,B,PASSED,,
Participant 295,Participant 295,Wanita,10/10/1993,85000000295,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 302,Participant 302,Wanita,28/09/1993,85000000302,Vocal - Singer,Samarinda,No,Standard,,,,,,
Participant 305,Participant 305,Wanita,20/01/2004,85000000305,Vocal - Singer,Samarinda,Yes,Good,,,A,PASSED,,
PARTICIPANT 308,PARTICIPANT 308,Wanita,29/01/1997,85000000308,Vocal - Singer,Samarinda,No,Good,,,,,,
Participant 311,Participant 311,Wanita,09/08/1996,85000000311,Vocal - Singer,Samarinda,Yes,Good,,,B,PASSED,,
Participant 317,Participant 317,Wanita,01/06/1991,85000000317,Vocal - Singer,Samarinda,Yes,Standard,,,B,PASSED,,
Participant 318,Participant 318,Wanita,06/09/1990,85000000318,Vocal - Singer,Samarinda,Yes,Good,,,C,PASSED,,
Participant 322,Participant 322,Wanita,26/03/1996,85000000322,Vocal - Singer,Samarinda,No,Bad,,,,,,
Participant 326,Participant 326,Pria,13/02/1975,85000000326,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 336,Participant 336,Pria,12/10/1981,85000000336,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 337,Participant 337,Wanita,21/11/1994,85000000337,Vocal - Singer,Samarinda,Yes,Good,,,C,PASSED,,
Participant 339,Participant 339,Pria,18/01/1998,85000000339,Vocal - Singer,Solo,No,Good,,,,,,
Participant 343,Participant 343,Wanita,04/07/1997,85000000343,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
PARTICIPANT 346,PARTICIPANT 346,Wanita,18/12/1999,85000000346,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 354,Participant 354,Pria,08/07/1985,85000000354,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 357,Participant 357,Wanita,24/02/1982,85000000357,Vocal - Singer,Madiun,Yes,Good,,,A,PASSED,,
Participant 358,Participant 358,Pria,27/10/1983,85000000358,Vocal - Singer,Boyolali,Yes,Standard,,,A,PASSED,,
Participant 359,Participant 359,Wanita,14/12/1989,85000000359,Vocal - Singer,Boyolali,Yes,Good,,,A,PASSED,,
Participant 371,Participant 371,Wanita,02/01/1989,85000000371,Vocal - Singer,Solo ,Yes,Good,,,B,PASSED,,
Participant 375,Participant 375,Wanita,30/01/1998,85000000375,Vocal - Singer,Sragen,Yes,Standard,,,B,PASSED,,
Participant 378,Participant 378,Wanita,08/08/2001,85000000378,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 379,Participant 379,Wanita,21/10/1976,85000000379,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 380,Participant 380,Wanita,25/03/2003,85000000380,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 383,Participant 383,Wanita,27/03/1982,85000000383,Vocal - Singer,Wonogiri,Yes,Good,,,A,PASSED,,
Participant 385,Participant 385,Pria,26/07/1996,85000000385,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
PARTICIPANT 387,PARTICIPANT 387,Wanita,15/12/1978,85000000387,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 401,Participant 401,Pria,18/07/1993,85000000401,Vocal - Singer,Bali,No,Good,,,,,,
Participant 402,Participant 402,Pria,30/08/1996,85000000402,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 404,Participant 404,Wanita,27/12/1988,85000000404,Vocal - Singer,Jakarta,Yes,Standard,,,C,PASSED,,
Participant 405,Participant 405,Wanita,30/06/1980,85000000405,Vocal - Singer,Jakarta,No,Good,,,,,,
Participant 407,Participant 407,Pria,21/03/1996,85000000407,Vocal - Singer,Yogyakarta,No,Good,,,,,,
Participant 409,Participant 409,Wanita,02/01/1964,85000000409,Vocal - Singer,Tangerang,Yes,Standard,,,B,PASSED,,
Participant 414,Participant 414,Pria,14/11/1980,85000000414,Vocal - Singer,Jakarta,Yes,Good,,,C,PASSED,,
Participant 415,Participant 415,Pria,05/11/1996,85000000415,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 417,Participant 417,Pria,17/10/1982,85000000417,Vocal - Singer,Jakarta,Yes,Standard,,,B,PASSED,,
Participant 422,Participant 422,Wanita,05/11/1992,85000000422,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 430,Participant 430,Wanita,09/04/1978,85000000430,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 432,Participant 432,Wanita,28/02/1978,85000000432,Vocal - Singer,Jakarta,No,Standard,,,,,,
Participant 433,Participant 433,Pria,20/08/1997,85000000433,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 435,Participant 435,Pria,13/10/2000,85000000435,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 438,Participant 438,Pria,20/08/1997,85000000438,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 439,Participant 439,"Wanita, Pria",14/10/1975,85000000439,Vocal - Singer,Jakarta,Yes,Good,,,C,PASSED,,
Participant 444,Participant 444,Wanita,23/04/2001,85000000444,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 445,Participant 445,Wanita,03/11/1978,85000000445,Vocal - Singer,Yogyakarta,No,Standard,,,,,,
Participant 446,Participant 446,Pria,16/02/1979,85000000446,Vocal - Singer,Yogyakarta,No,Good,,,,,,
Participant 447,Participant 447,Wanita,28/10/1997,85000000447,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
PARTICIPANT 448,PARTICIPANT 448,Wanita,02/09/1989,85000000448,Vocal - Singer,Bali,Yes,Standard,,,A,PASSED,,
Participant 449,Participant 449,Wanita,28/07/1985,85000000449,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 463,Participant 463,Wanita,25/05/1975,85000000463,Vocal - Singer,Madiun,No,Bad,,,,,,
Participant 470,Participant 470,Wanita,02/07/1977,85000000470,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
Participant 475,Participant 475,Wanita,05/10/2004,85000000475,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 479,Participant 479,Pria,06/10/1998,85000000479,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
participant 481,participant 481,Wanita,11/09/1989,85000000481,Vocal - Singer,Jakarta,Yes,Standard,,,A,PASSED,,
Participant 484,Participant 484,Wanita,04/03/1985,85000000484,Vocal - Singer,Samarinda,Yes,Good,,,C,PASSED,,
Participant 489,Participant 489,Wanita,03/07/1993,85000000489,Vocal - Singer,Surabaya,Yes,Good,,,A,PASSED,,
Participant 491,Participant 491,Wanita,30/12/2002,85000000491,Vocal - Singer,Bali,Yes,Standard,,,A,PASSED,,
Participant 496,Participant 496,Wanita,14/11/1982,85000000496,Vocal - Singer,Baturetno,Yes,Good,,,A,PASSED,,
Participant 2520,Participant 2520,Wanita,26/02/1998,85000002520,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
Participant 2521,Participant 2521,Wanita,14/11/1989,85000002521,Vocal - Singer,Yogyakarta,No,Standard,,,,,,
Participant 2522,Participant 2522,Wanita,07/04/1997,85000002522,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 2532,Participant 2532,Pria,24/05/1989,85000002532,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
Participant 2535,Participant 2535,Pria,24/08/1992,85000002535,Vocal - Singer,Yogyakarta,Yes,Standard,,,B,PASSED,,
Participant 2543,Participant 2543,Pria,30/03/1996,85000002543,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
Participant 2547,Participant 2547,Pria,23/01/1995,85000002547,Vocal - Singer,Yogyakarta,No,Good,,,,,,
Participant 2549,Participant 2549,Wanita,07/11/1994,85000002549,Vocal - Singer,Yogyakarta,No,Standard,,,,,,
Participant 2551,Participant 2551,Pria,29/06/1988,85000002551,Vocal - Singer,Yogyakarta,No,Good,,,,,,
participant 2553,participant 2553,Pria,05/01/1993,85000002553,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 2555,Participant 2555,Pria,02/02/1993,85000002555,Vocal - Singer,Yogyakarta,Yes,Standard,,,B,PASSED,,
Participant 511,Participant 511,Wanita,20/08/1984,85000000511,Vocal - Singer,Wonogiri,No,Good,,,,,,
Participant 525,Participant 525,Wanita,07/01/1998,85000000525,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
PARTICIPANT 526,PARTICIPANT 526,Pria,03/09/1978,85000000526,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 528,Participant 528,Wanita,21/10/1976,85000000528,Vocal - Singer,Solo,No,Good,,,,,,
Participant 530,Participant 530,Wanita,05/05/1999,85000000530,Vocal - Singer,Solo,No,Good,,,,,,
Participant 537,Participant 537,Wanita,06/05/1979,85000000537,Vocal - Singer,Jakarta,Yes,Standard,,,B,PASSED,,
Participant 538,Participant 538,Wanita,18/05/2002,85000000538,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 539,Participant 539,Wanita,22/02/1999,85000000539,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 541,Participant 541,Wanita,14/05/2003,85000000541,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
PARTICIPANT 542,PARTICIPANT 542,Wanita,20/12/2004,85000000542,Vocal - Singer,Solo,Yes,Standard,,,B,PASSED,,
Participant 544,Participant 544,Wanita,02/07/1997,85000000544,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 546,Participant 546,Pria,29/05/1997,85000000546,Vocal - Singer,Jakarta,Yes,Bad,,,A,PASSED,,
Participant 549,Participant 549,Wanita,28/04/1998,85000000549,Vocal - Singer,Bali,Yes,Good,,,A,PASSED,,
Participant 562,Participant 562,Wanita,29/03/1977,85000000562,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
Participant 566,Participant 566,Wanita,16/02/1971,85000000566,Vocal - Singer,Jakarta,No,Good,,,,,,
Participant 567,Participant 567,Wanita,17/04/2000,85000000567,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 570,Participant 570,Wanita,17/06/1989,85000000570,Vocal - Singer,Bali,No,Good,,,,,,
Participant 572,Participant 572,Wanita,17/06/1991,85000000572,Vocal - Singer,Solo,No,Standard,,,,,,
PARTICIPANT 576,PARTICIPANT 576,Wanita,13/02/1994,85000000576,Vocal - Singer,Solo,No,Good,,,,,,
Participant 578,Participant 578,Wanita,15/10/1984,85000000578,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
Participant 579,Participant 579,Wanita,13/07/1998,85000000579,Vocal - Singer,Tangerang,Yes,Standard,,,A,PASSED,,
Participant 580,Participant 580,Wanita,05/05/2004,85000000580,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 588,Participant 588,Wanita,13/02/2001,85000000588,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 593,Participant 593,Wanita,05/07/1993,85000000593,Vocal - Singer,Bali,Yes,Good,,,A,PASSED,,
Participant 597,Participant 597,Pria,13/04/1998,85000000597,Vocal - Singer,Tangerang,Yes,Standard,,,A,PASSED,,
Participant 598,Participant 598,Wanita,05/12/1981,85000000598,Vocal - Singer,Bali,Yes,Good,,,C,PASSED,,
Participant 599,Participant 599,Wanita,03/04/1978,85000000599,Vocal - Singer,Bali,No,Bad,,,,,,
Participant 606,Participant 606,Wanita,01/06/1993,85000000606,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 610,Participant 610,Pria,30/10/1994,85000000610,Vocal - Singer,Jakarta,Yes,Good,,,C,PASSED,,
Participant 611,Participant 611,Wanita,23/01/2000,85000000611,Vocal - Singer,Jakarta,No,Good,,,,,,
Participant 613,Participant 613,Pria,09/03/1999,85000000613,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 615,Participant 615,Wanita,26/04/1995,85000000615,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 616,Participant 616,Wanita,16/11/1982,85000000616,Vocal - Singer,Solo,Yes,Standard,,,C,PASSED,,
Participant 618,Participant 618,Wanita,18/01/2003,85000000618,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 620,Participant 620,Wanita,24/04/1983,85000000620,Vocal - Singer,Jakarta,Yes,Bad,,,C,PASSED,,
PARTICIPANT 630,PARTICIPANT 630,Wanita,24/10/1996,85000000630,Vocal - Singer,Yogyakarta,Yes,Good,,,C,PASSED,,
Participant 634,Participant 634,Wanita,14/10/1975,85000000634,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 640,Participant 640,Wanita,01/06/1999,85000000640,Vocal - Singer,Klaten,Yes,Good,,,C,PASSED,,
Participant 641,Participant 641,Wanita,15/08/1989,85000000641,Vocal - Singer,Bali,No,Standard,,,,,,
Participant 646,Participant 646,Pria,03/08/2004,85000000646,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 647,Participant 647,Wanita,25/03/2003,85000000647,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 649,Participant 649,Wanita,12/08/1998,85000000649,Vocal - Singer,Jakarta,Yes,Standard,,,A,PASSED,,
Participant 654,Participant 654,Wanita,02/01/2000,85000000654,Vocal - Singer,Surabaya,Yes,Good,,,C,PASSED,,
Participant 657,Participant 657,Wanita,18/11/1997,85000000657,Vocal - Singer,Tangerang,Yes,Good,,,A,PASSED,,
Participant 659,Participant 659,Wanita,04/06/1997,85000000659,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 662,Participant 662,Wanita,12/11/1993,85000000662,Vocal - Singer,Jakarta,Yes,Good,,,A,PASSED,,
PARTICIPANT 666,PARTICIPANT 666,Pria,14/01/2001,85000000666,Vocal - Singer,Yogyakarta,Yes,Good,,,B,PASSED,,
Participant 667,Participant 667,Wanita,25/09/2001,85000000667,Vocal - Singer,Yogyakarta,Yes,Standard,,,C,PASSED,,
Participant 670,Participant 670,Wanita,18/05/2002,85000000670,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 671,Participant 671,Pria,27/06/1987,85000000671,Vocal - Singer,Solo,Yes,Good,,,C,PASSED,,
Participant 676,Participant 676,Pria,13/02/1975,85000000676,Vocal - Singer,Solo,Yes,Standard,,,A,PASSED,,
Participant 682,Participant 682,Wanita,23/08/1977,85000000682,Vocal - Singer,Bali,Yes,Good,,,A,PASSED,,
Participant 685,Participant 685,Pria,15/01/1979,85000000685,Vocal - Singer,Wonosari,No,Good,,,,,,
Participant 687,Participant 687,Wanita,27/09/2002,85000000687,Vocal - Singer,Wonosari,Yes,Standard,,,A,PASSED,,
Participant 691,Participant 691,Wanita,19/05/1971,85000000691,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 695,Participant 695,Pria,15/09/1984,85000000695,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
PARTICIPANT 703,PARTICIPANT 703,Wanita,01/05/1996,85000000703,Vocal - Singer,Yogyakarta,Yes,Standard,,,B,PASSED,,
Participant 707,Participant 707,Wanita,13/07/1993,85000000707,Vocal - Singer,Jakarta,Yes,Good,,,B,PASSED,,
Participant 711,Participant 711,Pria,12/08/1996,85000000711,Vocal - Singer,Yogyakarta,Yes,Good,,,A,PASSED,,
Participant 713,Participant 713,Wanita,11/12/1999,85000000713,Vocal - Singer,Yogyakarta,Yes,Standard,,,B,PASSED,,
Participant 716,Participant 716,Pria,24/02/1992,85000000716,Vocal - Singer,Solo,Yes,Good,,,B,PASSED,,
Participant 722,Participant 722,Wanita,11/02/2000,85000000722,Vocal - Singer,Yogyakarta,No,Good,,,,,,
Participant 725,Participant 725,Wanita,26/10/1979,85000000725,Vocal - Singer,Solo,Yes,Good,,,A,PASSED,,
Participant 727,Participant 727,Pria,03/04/1999,85000000727,Vocal - Singer,Bali,No,Standard,,,,,,
Participant 729,Participant 729,Wanita,31/03/1980,85000000729,Vocal - Singer,Jakarta,Yes,Good,,,C,PASSED,,
Participant 731,Participant 731,Wanita,31/08/1999,85000000731,Vocal - Singer,Bali,Yes,Good,,,B,PASSED,,
Participant 733,Participant 733,Wanita,23/03/1981,85000000733,Vocal - Singer,Solo,No,Good,,,,,,
Participant 734,Participant 734,Wanita,24/12/1996,85000000734,Vocal - Singer,Jakarta,No,Standard,,,,,,
