FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,PROGRAM SELECTED,BRANCH,CHECKLIST A,CHECKLIST B,CHECKLIST C,CHECKLIST D,CHECKLIST E,YEAR,ADMISSION STATUS,,,
Participant 2114,Participant 2114,Wanita,05/03/2005,85000002114,Vocal - Singer,Yogyakarta (Open Class),Completed,Not Completed,Not Completed,Not Completed,Completed,2019,Yes,,,
Participant 2972,Participant 2972,Wanita,20/02/1999,85000002972,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3006,Participant 3006,Wanita,02/12/1989,85000003006,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2996,Participant 2996,Pria,21/05/1982,85000002996,Music - Guitar,Yogyakarta,Not Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2975,Participant 2975,Pria,13/02/1989,85000002975,Vocal - Choir,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2993,Participant 2993,Wanita,27/12/1997,85000002993,Vocal - Choir,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3014,Participant 3014,Pria,06/04/1999,85000003014,Music - Bass,Yogyakarta,Not Completed,,Completed,Completed,Completed,2019,Yes,,,
Participant 2115,Participant 2115,Pria,04/12/2005,85000002115,Audio - Engineer,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 738,PARTICIPANT 738,Pria,18/11/2003,85000000738,Music - Drum,Solo,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3013,Participant 3013,Wanita,08/04/1998,85000003013,Vocal - Choir,Yogyakarta,Not Completed,,Completed,Completed,Completed,2019,Yes,,,
Participant 2116,Participant 2116,Wanita,04/04/2005,85000002116,Music - Keyboard,Solo (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2117,Participant 2117,Wanita,15/06/1993,85000002117,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Not Completed,Completed,2019,Yes,,,
Participant 2119,Participant 2119,Pria,03/06/2002,85000002119,Music - Drum,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2121,Participant 2121,Wanita,25/03/1976,85000002121,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2122,Participant 2122,Pria,16/11/2001,85000002122,Music - Guitar,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2123,Participant 2123,Pria,08/03/2007,85000002123,Music - Bass,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2124,Participant 2124,Wanita,27/07/1998,85000002124,Vocal - Lead,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2126,Participant 2126,Pria,07/02/2007,85000002126,Audio - Engineer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2127,Participant 2127,Wanita,14/12/2000,85000002127,Audio - Engineer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2129,Participant 2129,Pria,15/09/2006,85000002129,Audio - Engineer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2130,Participant 2130,Wanita,21/02/2006,85000002130,Arts - Percussion,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
PARTICIPANT 2986,PARTICIPANT 2986,Wanita,21/10/1988,85000002986,Vocal - Lead,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2980,Participant 2980,Wanita,28/12/1991,85000002980,Vocal - Lead,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2970,Participant 2970,Pria,18/12/1994,85000002970,Music - Guitar,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2987,Participant 2987,Wanita,16/11/2000,85000002987,Arts - Percussion,Yogyakarta,Completed,Not Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2997,Participant 2997,Wanita,23/03/1999,85000002997,Arts - Percussion,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 3005,Participant 3005,Wanita,31/08/1998,85000003005,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3009,Participant 3009,Wanita,29/09/1999,85000003009,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2133,Participant 2133,Pria,01/08/1985,85000002133,Music - Keyboard,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2977,Participant 2977,Pria,19/05/2000,85000002977,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2988,Participant 2988,Pria,15/07/1998,85000002988,Music - Drum,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 3010,Participant 3010,Pria,22/04/1983,85000003010,Music - Drum,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
participant 2976,participant 2976,Pria,22/01/2004,85000002976,Music - Drum,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2973,Participant 2973,Wanita,09/02/2000,85000002973,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2979,Participant 2979,Wanita,23/07/1999,85000002979,Arts - Percussion,Yogyakarta,Completed,Not Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2978,Participant 2978,Wanita,10/12/1999,85000002978,Arts - Percussion,Yogyakarta,Not Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2989,Participant 2989,Wanita,07/09/2000,85000002989,Music - Drum,Yogyakarta,Not Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2135,Participant 2135,Pria,22/01/2000,85000002135,Music - Guitar,Jakarta (Open Class),Completed,Not Completed,Not Completed,Completed,Not Completed,2019,Yes,,,
Participant 3016,Participant 3016,Wanita,12/04/1999,85000003016,Music - Keyboard,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2974,Participant 2974,Pria,28/12/1999,85000002974,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3008,Participant 3008,Wanita,21/04/1989,85000003008,Arts - Movement,Yogyakarta,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2991,Participant 2991,Wanita,19/06/1999,85000002991,Arts - Percussion,Yogyakarta,Not Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3007,Participant 3007,Pria,15/11/1998,85000003007,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2983,Participant 2983,Pria,20/11/2000,85000002983,Vocal - Choir,Yogyakarta,Completed,Not Completed,Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 3017,Participant 3017,Wanita,06/06/1998,85000003017,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 3018,Participant 3018,Wanita,31/08/1998,85000003018,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 3019,Participant 3019,Pria,18/04/1996,85000003019,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3020,Participant 3020,Pria,07/01/1998,85000003020,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3021,Participant 3021,Pria,13/02/1995,85000003021,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3022,Participant 3022,Wanita,18/05/1998,85000003022,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 3023,Participant 3023,Wanita,20/08/1998,85000003023,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3024,Participant 3024,Pria,25/06/2000,85000003024,Music - Keyboard,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2136,Participant 2136,Wanita,28/10/2004,85000002136,Arts - Movement,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2137,Participant 2137,Pria,06/07/1972,85000002137,Music - Keyboard,Jakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3025,Participant 3025,Pria,09/09/1999,85000003025,Vocal - Lead,Yogyakarta,Completed,Not Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2138,Participant 2138,Wanita,18/07/1995,85000002138,Arts - Percussion,Sragen,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2139,Participant 2139,Wanita,28/06/1998,85000002139,Arts - Movement,Sragen,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
PARTICIPANT 2140,PARTICIPANT 2140,Wanita,24/03/2004,85000002140,Vocal - Singer,Sragen,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2141,Participant 2141,Wanita,07/02/1995,85000002141,Vocal - Singer,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2142,Participant 2142,Pria,08/01/2004,85000002142,Music - Keyboard,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2143,Participant 2143,Pria,26/12/1984,85000002143,Music - Bass,Jakarta (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2144,Participant 2144,Pria,09/08/1998,85000002144,Music - Drum,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2145,Participant 2145,Wanita,03/10/1994,85000002145,Vocal - Singer,Solo (Open Class),Completed,Not Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2146,Participant 2146,Wanita,09/11/1993,85000002146,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2147,Participant 2147,Wanita,12/05/1982,85000002147,Arts - Percussion,Sragen,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2148,Participant 2148,Wanita,18/12/1997,85000002148,Vocal - Singer,Sragen,Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2149,Participant 2149,Wanita,26/06/1985,85000002149,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3026,Participant 3026,Pria,14/04/2000,85000003026,Arts - Flag,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2151,Participant 2151,Wanita,24/11/2001,85000002151,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2150,Participant 2150,Wanita,04/07/1998,85000002150,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2152,Participant 2152,Pria,16/06/2001,85000002152,Arts - Percussion,Jakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2154,Participant 2154,Pria,18/09/2002,85000002154,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2155,Participant 2155,Wanita,07/08/1997,85000002155,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2156,Participant 2156,Wanita,14/08/2001,85000002156,Arts - Percussion,Sragen,Completed,Completed,Not Completed,Completed,Not Completed,2019,Yes,,,
Participant 2157,Participant 2157,Wanita,09/09/2000,85000002157,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2158,Participant 2158,Wanita,26/06/1985,85000002158,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 2159,Participant 2159,Wanita,07/07/2000,85000002159,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
PARTICIPANT 2160,PARTICIPANT 2160,Pria,16/02/1991,85000002160,Music - Guitar,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2161,Participant 2161,Wanita,24/07/1991,85000002161,Arts - Percussion,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2163,Participant 2163,Wanita,23/11/1987,85000002163,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2165,Participant 2165,Pria,05/01/1984,85000002165,Music - Bass,Jakarta (Open Class),Not Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2166,Participant 2166,Pria,26/12/1984,85000002166,Music - Bass,Jakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2167,Participant 2167,Wanita,09/10/1984,85000002167,Vocal - Lead,Solo (Open Class),Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 2168,Participant 2168,Wanita,19/01/2007,85000002168,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2169,Participant 2169,Wanita,09/07/2003,85000002169,Arts - Percussion,Solo  (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2170,Participant 2170,Pria,22/11/1985,85000002170,Vocal - Lead,Solo (Open Class),Not Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2172,Participant 2172,Wanita,29/09/1991,85000002172,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2173,Participant 2173,Pria,30/10/1992,85000002173,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2174,Participant 2174,Wanita,21/08/2003,85000002174,Arts - Percussion,Yogyakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2175,Participant 2175,Wanita,15/04/2005,85000002175,Arts - Percussion,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2176,Participant 2176,Wanita,20/02/2001,85000002176,Vocal - Choir,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2177,Participant 2177,Pria,01/02/2006,85000002177,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 2178,Participant 2178,Wanita,31/12/2001,85000002178,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2181,Participant 2181,Wanita,05/03/1980,85000002181,Vocal - Singer,Solo  (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2183,Participant 2183,Wanita,12/07/2004,85000002183,Arts - Percussion,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2184,Participant 2184,Pria,28/04/1997,85000002184,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2187,Participant 2187,Wanita,21/04/2004,85000002187,Arts - Percussion,Solo  (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
participant 2189,participant 2189,Wanita,30/10/2006,85000002189,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2191,Participant 2191,Pria,16/09/1986,85000002191,Music - Guitar,Solo (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2193,Participant 2193,Pria,21/09/1999,85000002193,Arts - Flag,Solo (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 2194,PARTICIPANT 2194,Wanita,12/03/2004,85000002194,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2195,Participant 2195,Wanita,12/03/2004,85000002195,Arts - Percussion,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 77,Participant 77,Wanita,29/04/1987,85000000077,Vocal - Singer,Solo,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2197,Participant 2197,Wanita,03/03/1998,85000002197,Vocal - Choir,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2198,Participant 2198,Pria,10/01/2005,85000002198,Vocal - Singer,Yogyakarta (Open Class),Completed,Not Completed,Not Completed,Completed,Completed,2019,No,,,
participant 2200,participant 2200,Wanita,24/08/1973,85000002200,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2201,Participant 2201,Pria,21/09/1971,85000002201,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2202,Participant 2202,Wanita,24/11/1972,85000002202,Vocal - Singer,Solo (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2204,Participant 2204,Wanita,24/12/1985,85000002204,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2205,Participant 2205,Pria,21/05/1975,85000002205,Arts - Movement,Purwokerto,Not Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2206,Participant 2206,Pria,27/02/1994,85000002206,Music - Keyboard,Solo  (Open Class),Completed,Not Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 2207,Participant 2207,Pria,21/11/2001,85000002207,Vocal - Singer,Solo (Open Class),No,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 777,Participant 777,Wanita,07/07/2006,85000000777,Music - Keyboard,Wonogiri,Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2208,Participant 2208,Pria,20/06/1989,85000002208,Music - Keyboard,Purwokerto,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2209,Participant 2209,Wanita,28/08/2006,85000002209,Vocal - Singer,Solo (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2210,Participant 2210,Wanita,14/06/2006,85000002210,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2211,Participant 2211,Wanita,23/03/1980,85000002211,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
participant 2212,participant 2212,Pria,26/06/2006,85000002212,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2213,Participant 2213,Wanita,18/06/2007,85000002213,Arts - Percussion,Solo (Open Class),Not Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2214,Participant 2214,Wanita,31/07/1989,85000002214,Music - Keyboard,Purwokerto,Completed,Not Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 2215,Participant 2215,Pria,01/07/2005,85000002215,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2216,Participant 2216,Pria,26/09/2006,85000002216,Music - Drum,Purwokerto,Completed,Not Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2217,Participant 2217,Pria,30/06/1993,85000002217,Music - Keyboard,Yogyakarta (Open Class),Not Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2219,Participant 2219,Pria,19/06/2005,85000002219,Vocal - Singer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
PARTICIPANT 2220,PARTICIPANT 2220,Wanita,22/04/1974,85000002220,Vocal - Choir,Yogyakarta (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2221,Participant 2221,Wanita,17/09/2001,85000002221,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2223,Participant 2223,Pria,19/05/2002,85000002223,Music - Keyboard,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2224,Participant 2224,Pria,15/11/2001,85000002224,Vocal - Singer,Solo (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2225,Participant 2225,Wanita,05/04/1989,85000002225,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2226,Participant 2226,Pria,25/10/1988,85000002226,Music - Guitar,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2227,Participant 2227,Pria,27/09/2005,85000002227,Music - Keyboard,Yogyakarta (Open Class),Not Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
PARTICIPANT 2229,PARTICIPANT 2229,Pria,04/01/1985,85000002229,Music - Bass,Jakarta (Open Class),Not Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2230,Participant 2230,Pria,12/09/2007,85000002230,Music - Bass,Purwokerto,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2236,Participant 2236,Wanita,28/01/1971,85000002236,Vocal - Lead,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2237,Participant 2237,Wanita,07/08/1980,85000002237,Vocal - Lead,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2239,Participant 2239,Pria,27/07/2003,85000002239,Music - Guitar,Yogyakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2240,Participant 2240,Wanita,17/05/2006,85000002240,Arts - Percussion,Solo (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2241,Participant 2241,Pria,26/05/1996,85000002241,Music - Guitar,Solo  (Open Class),Not Completed,Not Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2243,Participant 2243,Pria,10/01/1994,85000002243,Audio - Engineer,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2244,Participant 2244,Pria,01/06/2003,85000002244,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2245,Participant 2245,Wanita,04/03/1999,85000002245,Visual - Makeup,Yogyakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2246,Participant 2246,Wanita,09/10/2007,85000002246,Arts - Movement,Solo (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2247,Participant 2247,Pria,12/04/2005,85000002247,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2248,Participant 2248,Wanita,20/05/1968,85000002248,Visual - Makeup,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2249,Participant 2249,Wanita,12/04/2004,85000002249,Music - Guitar,Solo (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2251,Participant 2251,Pria,03/04/2001,85000002251,Music - Drum,Yogyakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2252,Participant 2252,Wanita,04/05/2005,85000002252,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2253,Participant 2253,Wanita,19/12/1997,85000002253,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2254,Participant 2254,Wanita,13/08/2002,85000002254,Vocal - Singer,Yogyakarta (Open Class),Completed,Completed,Completed,Not Completed,Completed,2019,Yes,,,
Participant 2255,Participant 2255,Pria,12/03/1985,85000002255,Music - Guitar,Solo (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2256,Participant 2256,Pria,08/09/2004,85000002256,Music - Keyboard,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2257,Participant 2257,Pria,28/11/1973,85000002257,Vocal - Singer,Jakarta (Open Class),Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 2258,Participant 2258,Pria,11/03/1997,85000002258,Arts - Movement,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2260,Participant 2260,Wanita,16/06/2005,85000002260,Arts - Movement,Solo (Open Class),Completed,Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2262,Participant 2262,Pria,17/06/1991,85000002262,Music - Guitar,Jakarta (Open Class),Not Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
PARTICIPANT 2263,PARTICIPANT 2263,Wanita,23/12/1993,85000002263,Vocal - Singer,Jakarta (Open Class),Not Completed,Not Completed,Completed,Not Completed,Completed,2019,Yes,,,
PARTICIPANT 2265,PARTICIPANT 2265,Pria,10/02/1978,85000002265,Vocal - Singer,Jakarta (Open Class),Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
PARTICIPANT 2266,PARTICIPANT 2266,Wanita,29/08/1999,85000002266,Vocal - Lead,Tangerang,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2267,Participant 2267,Pria,10/05/1989,85000002267,Vocal - Singer,Tangerang,Completed,Not Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2268,Participant 2268,Pria,05/02/1999,85000002268,Music - Keyboard,Purwokerto,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2269,Participant 2269,Wanita,05/11/2006,85000002269,Arts - Movement,Tangerang,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2270,Participant 2270,Wanita,14/11/2007,85000002270,Arts - Percussion,Jakarta (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2271,Participant 2271,Wanita,30/03/1984,85000002271,Vocal - Singer,Jakarta (Open Class),Not Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2272,Participant 2272,Wanita,09/06/1998,85000002272,Arts - Percussion,Jakarta (Open Class),Completed,Not Completed,Not Completed,Not Completed,Not Completed,2019,Yes,,,
PARTICIPANT 2273,PARTICIPANT 2273,Pria,23/01/1980,85000002273,Music - Guitar,Tangerang,Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
participant 2274,participant 2274,Pria,07/07/1978,85000002274,Vocal - Singer,Solo (Open Class),Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2275,Participant 2275,Pria,28/08/1977,85000002275,Music - Drum,Tangerang,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2276,Participant 2276,Wanita,19/07/2005,85000002276,Arts - Percussion,Tangerang,Completed,Not Completed,Completed,Completed,Not Completed,2019,No,,,
Participant 2277,Participant 2277,Wanita,23/08/1995,85000002277,Arts - Percussion,Tangerang,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2279,Participant 2279,Wanita,14/08/2006,85000002279,Arts - Movement,Purwokerto,Completed,Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2280,Participant 2280,Wanita,11/10/2006,85000002280,Vocal - Choir,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2281,Participant 2281,Pria,18/07/2002,85000002281,Music - Keyboard,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2282,Participant 2282,Pria,25/08/2004,85000002282,Vocal - Singer,Solo (Open Class),Completed,Completed,Completed,Completed,Completed,2019,No,,,
