Timestamp,FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,EMAIL ADDRESS,INSTITUTION TYPE,PROGRAM SELECTED,BRANCH
19/09/2017 12:49:55,Participant 2766,Participant 2766,Pria,14/05/1993,85000002766,participant2766@email.com,Internal,Vocal - Body Voice,Yogyakarta
19/09/2017 12:53:41,Participant 2763,Participant 2763,Pria,11/7/1999,85000002763,participant2763@email.com,Internal,Music - Guitar,Yogyakarta
19/09/2017 12:54:59,Participant 2763,Participant 2763,Pria,11/7/1999,85000002763,participant2763@email.com,Internal,Music - Guitar,Yogyakarta
19/09/2017 13:11:13,Participant 156,Participant 156,Wanita,26/09/1989,85000000156,participant156@email.com,Internal,Vocal - Singer,Madiun
19/09/2017 13:15:04,Participant 2767,Participant 2767,Wanita,12/10/1994,85000002767,participant2767@email.com,Internal,Vocal - Body Voice,Yogyakarta
19/09/2017 13:56:55,Participant 1323,Participant 1323,Wanita,28/07/2010,85000001323,participant1323@email.com,Internal,Arts - Movement,Nias
19/09/2017 14:01:37,Participant 1323,Participant 1323,Wanita,28/07/2010,85000001323,participant1323@email.com,Internal,Arts - Movement,Nias
19/09/2017 15:52:31,Participant 2768,Participant 2768,Pria,15/04/1984,85000002768,participant2768@email.com,Internal,Vocal - Singer,Yogyakarta
19/09/2017 16:11:45,Participant 2769,Participant 2769,Wanita,19/04/1985,85000002769,participant2769@email.com,Internal,Vocal - Body Voice,Yogyakarta
19/09/2017 17:01:10,Participant 2668,Participant 2668,Pria,15/06/2001,85000002668,participant2668@email.com,Internal,Music - Keyboard,Yogyakarta
19/09/2017 17:38:22,Participant 2770,Participant 2770,Wanita,24/08/1997,85000002770,participant2770@email.com,Internal,Vocal - Singer,Yogyakarta
19/09/2017 17:42:56,Participant 1324,Participant 1324,Wanita,5/12/2008,85000001324,participant1324@email.com,Internal,Arts - Percussion,Solo (Open Class)
19/09/2017 19:18:00,Participant 1325,Participant 1325,Pria,31/08/2002,85000001325,participant1325@email.com,Internal,Music - Keyboard,Yogyakarta (Open Class)
19/09/2017 20:53:37,Participant 1326,Participant 1326,Pria,29/03/1986,85000001326,participant1326@email.com,Internal,Music - Bass,Yogyakarta (Open Class)
20/09/2017 09:27:57,Participant 2771,Participant 2771,Wanita,11/2/1984,85000002771,participant2771@email.com,Internal,Vocal - Singer,Yogyakarta
20/09/2017 09:31:19,Participant 1327,Participant 1327,Wanita,19/08/1990,85000001327,participant1327@email.com,Internal,Vocal - Singer,Madiun
20/09/2017 09:57:04,Participant 1327,Participant 1327,Wanita,19/08/1990,85000001327,participant1327@email.com,Internal,Vocal - Singer,Madiun
20/09/2017 12:14:31,Participant 1328,Participant 1328,Wanita,29/03/1976,85000001328,participant1328@email.com,Internal,Vocal - Singer,Solo (Open Class)
20/09/2017 12:21:31,Participant 2772,Participant 2772,Wanita,25/06/1984,85000002772,participant2772@email.com,Internal,Vocal - Singer,Yogyakarta
20/09/2017 12:23:12,Participant 1329,Participant 1329,Wanita,9/23/1082,85000001329,participant1329@email.com,Internal,Vocal - Singer,Nias
20/09/2017 12:29:52,Participant 1330,Participant 1330,Wanita,16/03/1986,85000001330,participant1330@email.com,Internal,Vocal - Singer,Nias
20/09/2017 13:01:29,Participant 2773,Participant 2773,Wanita,21/06/1995,85000002773,participant2773@email.com,Internal,Music - Keyboard,Yogyakarta
20/09/2017 15:35:20,Participant 1331,Participant 1331,Pria,11/6/2008,85000001331,participant1331@email.com,Internal,Music - Drum,Solo (Open Class)
21/09/2017 06:52:11,Participant 737,Participant 737,Wanita,6/8/1998,85000000737,participant737@email.com,Internal,Vocal - Singer,Bali
21/09/2017 06:52:29,Participant 737,Participant 737,Wanita,6/8/1998,85000000737,participant737@email.com,Internal,Vocal - Singer,Bali
21/09/2017 08:21:14,Participant 1332,Participant 1332,Wanita,31/05/2002,85000001332,participant1332@email.com,Internal,Vocal - Singer,Jakarta (Open Class)
21/09/2017 09:05:48,Participant 2774,Participant 2774,Wanita,15/03/1981,85000002774,participant2774@email.com,Internal,Vocal - Body Voice,Yogyakarta
21/09/2017 09:07:52,Participant 2766,Participant 2766,Pria,14/05/1993,85000002766,participant2766@email.com,Internal,Vocal - Body Voice,Yogyakarta
21/09/2017 09:11:36,Participant 2775,Participant 2775,Wanita,30/12/1991,85000002775,participant2775@email.com,Internal,Vocal - Body Voice,Yogyakarta
21/09/2017 10:23:19,Participant 1333,Participant 1333,Wanita,22/04/1997,85000001333,participant1333@email.com,Internal,Vocal - Singer,Solo (Open Class)
21/09/2017 11:04:53,Participant 1334,Participant 1334,Pria,25/07/2006,85000001334,participant1334@email.com,Internal,Music - Drum,Solo (Open Class)
21/09/2017 13:24:33,Participant 2776,Participant 2776,Wanita,8/1/1998,85000002776,participant2776@email.com,Internal,Music - Drum,Yogyakarta
21/09/2017 14:09:08,Participant 2777,Participant 2777,Wanita,8/10/1997,85000002777,participant2777@email.com,Internal,Vocal - Singer,Yogyakarta
21/09/2017 14:19:05,Participant 2778,Participant 2778,Pria,14/04/1979,85000002778,participant2778@email.com,Internal,Music - Guitar,Yogyakarta
21/09/2017 15:44:53,Participant 1335,Participant 1335,Wanita,21/04/2000,85000001335,participant1335@email.com,Internal,Arts - Percussion,Solo (Open Class)
21/09/2017 16:03:25,Participant 878,Participant 878,Wanita,21/09/1988,85000000878,participant878@email.com,Internal,Vocal - Body Voice,Solo (Open Class)
21/09/2017 17:35:15,Participant 1336,Participant 1336,Wanita,25/04/2008,85000001336,participant1336@email.com,Internal,Vocal - Singer,Solo (Open Class)
21/09/2017 18:44:55,Participant 1337,Participant 1337,Pria,12/2/2008,85000001337,participant1337@email.com,Internal,Music - Drum,Nias
21/09/2017 18:50:45,Participant 1338,Participant 1338,Pria,19/12/2009,85000001338,participant1338@email.com,Internal,Music - Keyboard,Nias
21/09/2017 18:54:00,Participant 1338,Participant 1338,Pria,19/12/2009,85000001338,participant1338@email.com,Internal,Music - Keyboard,Nias
22/09/2017 08:38:00,Participant 1339,Participant 1339,Wanita,26/04/2000,85000001339,participant1339@email.com,Internal,Arts - Percussion,Solo (Open Class)
22/09/2017 09:48:33,Participant 1340,Participant 1340,Pria,14/11/2000,85000001340,participant1340@email.com,Internal,Vocal - Singer,Solo (Open Class)
22/09/2017 11:53:47,Participant 639,Participant 639,Wanita,27/12/1988,85000000639,participant639@email.com,Internal,Vocal - Body Voice,Semarang
22/09/2017 17:59:40,Participant 1341,Participant 1341,Pria,8/1/1999,85000001341,participant1341@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
23/09/2017 05:36:36,Participant 2779,Participant 2779,Wanita,21/01/1999,85000002779,participant2779@email.com,Internal,Arts - Percussion,Yogyakarta
23/09/2017 08:42:01,Participant 1342,Participant 1342,Wanita,19/11/2008,85000001342,participant1342@email.com,Internal,Arts - Percussion,Solo (Open Class)
23/09/2017 09:30:22,Participant 1343,Participant 1343,Wanita,19/07/2000,85000001343,participant1343@email.com,Internal,Vocal - Singer,Solo (Open Class)
23/09/2017 10:04:46,Participant 978,Participant 978,Pria,5/5/1983,85000000978,participant978@email.com,Internal,Vocal - Singer,Solo (Open Class)
23/09/2017 12:07:21,Participant 2780,Participant 2780,Wanita,19/01/1998,85000002780,participant2780@email.com,Internal,Arts - Movement,Yogyakarta
23/09/2017 12:08:38,Participant 1369,Participant 1369,Wanita,5/4/1998,85000001369,participant1369@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
23/09/2017 12:14:36,Participant 1369,Participant 1369,Wanita,5/4/2017,85000001369,participant1369@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
23/09/2017 13:11:03,Participant 2781,Participant 2781,Pria,21/11/1996,85000002781,participant2781@email.com,Internal,Music - Drum,Yogyakarta
23/09/2017 14:22:30,Participant 2782,Participant 2782,Pria,7/2/2000,85000002782,participant2782@email.com,Internal,Music - Keyboard,Yogyakarta
23/09/2017 18:23:56,Participant 2783,Participant 2783,Wanita,29/05/2001,85000002783,participant2783@email.com,Internal,Vocal - Singer,Yogyakarta
23/09/2017 18:24:21,Participant 2783,Participant 2783,Wanita,29/05/2001,85000002783,participant2783@email.com,Internal,Vocal - Singer,Yogyakarta
23/09/2017 18:59:00,Participant 2783,Participant 2783,Wanita,29/05/2001,85000002783,participant2783@email.com,Internal,Vocal - Singer,Yogyakarta
23/09/2017 20:27:05,Participant 2784,Participant 2784,Pria,22/01/1999,85000002784,participant2784@email.com,Internal,Arts - Movement,Yogyakarta
23/09/2017 20:46:32,Participant 2785,Participant 2785,Wanita,4/8/1999,85000002785,participant2785@email.com,Internal,Vocal - Singer,Yogyakarta
23/09/2017 20:53:38,Participant 2786,Participant 2786,Wanita,31/07/1999,85000002786,participant2786@email.com,Internal,Arts - Movement,Yogyakarta
23/09/2017 20:54:27,PARTICIPANT 2787,PARTICIPANT 2787,Wanita,9/11/1999,85000002787,participant2787@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 02:36:12,Participant 2788,Participant 2788,Wanita,14/04/1999,85000002788,participant2788@email.com,Internal,Arts - Flag,Yogyakarta
24/09/2017 07:19:00,Participant 2783,Participant 2783,Wanita,29/05/2001,85000002783,participant2783@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 07:43:25,Participant 2761,Participant 2761,Wanita,24/04/1979,85000002761,participant2761@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 08:00:05,Participant 2761,Participant 2761,Wanita,24/04/1979,85000002761,participant2761@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 08:14:08,Participant 2789,Participant 2789,Wanita,29/07/1999,85000002789,participant2789@email.com,Internal,Arts - Percussion,Yogyakarta
24/09/2017 08:16:48,Participant 2790,Participant 2790,Wanita,16/07/2002,85000002790,participant2790@email.com,Internal,Arts - Percussion,Yogyakarta
24/09/2017 10:20:53,Participant 1344,Participant 1344,Wanita,15/10/1997,85000001344,participant1344@email.com,Internal,Visual - Makeup,Nias
24/09/2017 10:26:12,Participant 1345,Participant 1345,Wanita,6/8/2004,85000001345,participant1345@email.com,Internal,Music - Keyboard,Nias
24/09/2017 11:38:35,PARTICIPANT 1346,PARTICIPANT 1346,Wanita,22/10/1994,85000001346,participant1346@email.com,Internal,Visual - Makeup,Yogyakarta (Open Class)
24/09/2017 13:09:56,Participant 2791,Participant 2791,Wanita,28/05/1997,85000002791,participant2791@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 13:47:29,Participant 2791,Participant 2791,Wanita,28/05/1997,85000002791,participant2791@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 13:57:18,Participant 2792,Participant 2792,Pria,30/09/1999,85000002792,participant2792@email.com,Internal,Music - Bass,Yogyakarta
24/09/2017 15:57:09,Participant 2793,Participant 2793,Wanita,30/08/1993,85000002793,participant2793@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 16:05:05,Participant 2794,Participant 2794,Wanita,12/4/1995,85000002794,participant2794@email.com,Internal,Music - Bass,Yogyakarta
24/09/2017 16:08:22,Participant 926,Participant 926,Pria,2/6/2001,85000000926,participant926@email.com,Internal,Vocal - Singer,Solo (Open Class)
24/09/2017 17:41:52,Participant 2795,Participant 2795,Wanita,4/9/1998,85000002795,participant2795@email.com,Internal,Vocal - Body Voice,Yogyakarta
24/09/2017 17:51:28,Participant 2678,Participant 2678,Pria,23/04/1987,85000002678,participant2678@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 17:58:56,Participant 2678,Participant 2678,Pria,23/04/1987,85000002678,participant2678@email.com,Internal,Vocal - Singer,Yogyakarta
24/09/2017 21:18:19,Participant 648,Participant 648,Wanita,13/05/1981,85000000648,participant648@email.com,Internal,Visual - Makeup,Solo
24/09/2017 23:39:26,Participant 2798,Participant 2798,Pria,19/01/1990,85000002798,participant2798@email.com,Internal,Vocal - Singer,Yogyakarta
25/09/2017 00:03:36,Participant 2796,Participant 2796,Pria,1/6/1997,85000002796,participant2796@email.com,Internal,Music - Guitar,Yogyakarta
25/09/2017 00:03:58,Participant 2797,Participant 2797,Wanita,7/12/1996,85000002797,participant2797@email.com,Internal,Vocal - Singer,Yogyakarta
25/09/2017 08:30:21,PARTICIPANT 2799,PARTICIPANT 2799,Wanita,20/09/1977,85000002799,participant2799@email.com,Internal,Vocal - Singer,Yogyakarta
25/09/2017 11:09:02,Participant 1560,Participant 1560,Wanita,25/02/1998,85000001560,participant1560@email.com,Internal,Arts - Percussion,Yogyakarta (Open Class)
25/09/2017 12:01:12,Participant 2800,Participant 2800,Wanita,11/6/1996,85000002800,participant2800@email.com,Internal,Vocal - Singer,Yogyakarta
25/09/2017 12:24:37,Participant 2801,Participant 2801,Pria,5/1/1993,85000002801,participant2801@email.com,Internal,Vocal - Singer,Yogyakarta
25/09/2017 13:10:08,Participant 2802,Participant 2802,Wanita,5/10/1992,85000002802,participant2802@email.com,Internal,Vocal - Choir,Yogyakarta
25/09/2017 16:49:54,Participant 2803,Participant 2803,Wanita,3/10/2017,85000002803,participant2803@email.com,Internal,Arts - Percussion,Yogyakarta
25/09/2017 17:56:53,Participant 1046,Participant 1046,Pria,28/04/1987,85000001046,participant1046@email.com,Internal,Music - Drum,Solo (Open Class)
25/09/2017 17:57:52,PARTICIPANT 2804,PARTICIPANT 2804,Pria,2/3/1981,85000002804,participant2804@email.com,Internal,Music - Drum,Yogyakarta
25/09/2017 18:00:09,PARTICIPANT 2804,PARTICIPANT 2804,Pria,2/3/1981,85000002804,participant2804@email.com,Internal,Music - Drum,Yogyakarta
25/09/2017 18:03:39,PARTICIPANT 2804,PARTICIPANT 2804,Pria,2/3/1981,85000002804,participant2804@email.com,Internal,Music - Drum,Yogyakarta
25/09/2017 18:08:42,PARTICIPANT 2804,PARTICIPANT 2804,Pria,2/3/1981,85000002804,participant2804@email.com,Internal,Music - Drum,Yogyakarta
25/09/2017 18:28:32,Participant 2805,Participant 2805,Pria,17/02/2001,85000002805,participant2805@email.com,Internal,Music - Drum,Yogyakarta
25/09/2017 20:11:01,Participant 2394,Participant 2394,Wanita,20/03/1999,85000002394,participant2394@email.com,Internal,Arts - Percussion,Yogyakarta (Open Class)
25/09/2017 22:09:19,participant 2806,participant 2806,Wanita,20/08/1985,85000002806,participant2806@email.com,Internal,Vocal - Singer,Yogyakarta
26/09/2017 14:04:02,Participant 1347,Participant 1347,Pria,15/02/2000,85000001347,participant1347@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
26/09/2017 21:50:28,Participant 1348,Participant 1348,Pria,1/9/2000,85000001348,participant1348@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
26/09/2017 22:31:42,PARTICIPANT 2807,PARTICIPANT 2807,Pria,17/08/1999,85000002807,participant2807@email.com,Internal,Music - Drum,Yogyakarta
26/09/2017 23:05:44,PARTICIPANT 2807,PARTICIPANT 2807,Pria,17/08/1999,85000002807,participant2807@email.com,Internal,Music - Drum,Yogyakarta
27/09/2017 09:21:14,Participant 499,Participant 499,Wanita,14/06/1999,85000000499,participant499@email.com,Internal,Arts - Percussion,Solo
27/09/2017 10:45:09,Participant 2808,Participant 2808,Wanita,11/7/2017,85000002808,participant2808@email.com,Internal,Music - Drum,Yogyakarta
27/09/2017 11:38:26,participant 1349,participant 1349,Wanita,6/5/2004,85000001349,participant1349@email.com,Internal,Arts - Flag,Solo (Open Class)
27/09/2017 11:42:08,Participant 1350,Participant 1350,Wanita,31/10/2005,85000001350,participant1350@email.com,Internal,Arts - Percussion,Solo (Open Class)
27/09/2017 14:06:15,participant 2809,participant 2809,Wanita,19/04/1998,85000002809,participant2809@email.com,Internal,Arts - Percussion,Yogyakarta
27/09/2017 15:53:01,Participant 1351,Participant 1351,Wanita,21/05/1998,85000001351,participant1351@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
27/09/2017 16:02:26,Participant 1050,Participant 1050,Pria,18/04/1997,85000001050,participant1050@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
27/09/2017 16:04:45,Participant 1352,Participant 1352,Pria,5/8/2000,85000001352,participant1352@email.com,Internal,Audio - Engineer,Yogyakarta (Open Class)
27/09/2017 16:30:34,Participant 1353,Participant 1353,Wanita,14/10/1977,85000001353,participant1353@email.com,Internal,Vocal - Body Voice,Yogyakarta (Open Class)
27/09/2017 16:42:00,Participant 1354,Participant 1354,Pria,26/03/2005,85000001354,participant1354@email.com,Internal,Vocal - Body Voice,Yogyakarta (Open Class)
27/09/2017 17:37:50,Participant 1355,Participant 1355,Wanita,25/03/2009,85000001355,participant1355@email.com,Internal,Arts - Percussion,Solo (Open Class)
27/09/2017 18:12:06,Participant 1356,Participant 1356,Wanita,26/09/2000,85000001356,participant1356@email.com,Internal,Arts - Percussion,Yogyakarta (Open Class)
27/09/2017 19:15:19,Participant 1357,Participant 1357,Pria,16/10/2004,85000001357,participant1357@email.com,Internal,Vocal - Singer,Solo (Open Class)
27/09/2017 20:21:00,Participant 1358,Participant 1358,Pria,29/04/2005,85000001358,participant1358@email.com,Internal,Music - Bass,Solo (Open Class)
28/09/2017 11:11:17,Participant 2394,Participant 2394,Wanita,20/03/1999,85000002394,participant2394@email.com,Internal,Arts - Percussion,Yogyakarta (Open Class)
28/09/2017 11:24:23,Participant 2810,Participant 2810,Wanita,5/2/2001,85000002810,participant2810@email.com,Internal,Music - Guitar,Yogyakarta
28/09/2017 11:24:27,Participant 2811,Participant 2811,Wanita,6/9/2017,85000002811,participant2811@email.com,Internal,Music - Guitar,Yogyakarta
28/09/2017 16:52:36,Participant 1359,Participant 1359,Wanita,22/08/1979,85000001359,participant1359@email.com,Internal,Vocal - Choir,Solo (Open Class)
28/09/2017 17:03:57,Participant 264,Participant 264,Wanita,17/08/1980,85000000264,participant264@email.com,Internal,Vocal - Body Voice,Solo
28/09/2017 17:30:18,Participant 382,Participant 382,Pria,17/04/1974,85000000382,participant382@email.com,Internal,Vocal - Singer,Solo
28/09/2017 17:41:26,Participant 2812,Participant 2812,Wanita,16/02/1996,85000002812,participant2812@email.com,Internal,Vocal - Choir,Yogyakarta
28/09/2017 21:00:41,Participant 1360,Participant 1360,Wanita,15/08/1985,85000001360,participant1360@email.com,Internal,Visual - Makeup,Solo (Open Class)
28/09/2017 21:22:14,Participant 1361,Participant 1361,Pria,29/04/1974,85000001361,participant1361@email.com,Internal,Audio - Engineer,Solo (Open Class)
28/09/2017 22:03:33,Participant 1362,Participant 1362,Wanita,4/2/2007,85000001362,participant1362@email.com,Internal,Arts - Percussion,Solo (Open Class)
29/09/2017 08:27:17,Participant 1317,Participant 1317,Wanita,2/8/1990,85000001317,participant1317@email.com,Internal,Vocal - Singer,Madiun
29/09/2017 09:20:26,Participant 2813,Participant 2813,Wanita,17/02/2004,85000002813,participant2813@email.com,Internal,Arts - Movement,Yogyakarta
29/09/2017 12:31:21,Participant 2814,Participant 2814,Wanita,7/7/1999,85000002814,participant2814@email.com,Internal,Music - Guitar,Yogyakarta
29/09/2017 12:53:39,Participant 2815,Participant 2815,Wanita,25/12/1985,85000002815,participant2815@email.com,Internal,Vocal - Body Voice,Yogyakarta
29/09/2017 17:38:37,Participant 2816,Participant 2816,Wanita,3/9/2017,85000002816,participant2816@email.com,Internal,Arts - Percussion,Yogyakarta
29/09/2017 18:23:23,Participant 2590,Participant 2590,Wanita,2/12/1994,85000002590,participant2590@email.com,Internal,Music - Guitar,Yogyakarta
29/09/2017 19:46:14,Participant 1363,Participant 1363,Pria,29/08/1987,85000001363,participant1363@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
29/09/2017 20:15:52,Participant 1364,Participant 1364,Wanita,23/06/2001,85000001364,participant1364@email.com,Internal,Arts - Percussion,Yogyakarta (Open Class)
29/09/2017 20:20:40,Participant 1365,Participant 1365,Wanita,4/10/1991,85000001365,participant1365@email.com,Internal,Vocal - Body Voice,Yogyakarta (Open Class)
29/09/2017 22:06:30,Participant 344,Participant 344,Wanita,31/08/1981,85000000344,participant344@email.com,Internal,Music - Keyboard,Solo
29/09/2017 22:18:46,Participant 1422,Participant 1422,Pria,8/7/1990,85000001422,participant1422@email.com,Internal,Music - Bass,Magelang
29/09/2017 22:35:44,Participant 2817,Participant 2817,Wanita,25/08/1993,85000002817,participant2817@email.com,Internal,Arts - Movement,Yogyakarta
29/09/2017 23:20:10,Participant 2730,Participant 2730,Pria,3/4/1983,85000002730,participant2730@email.com,Internal,Vocal - Singer,Yogyakarta
30/09/2017 04:13:49,PARTICIPANT 2804,PARTICIPANT 2804,Pria,2/3/1981,85000002804,participant2804@email.com,Internal,Music - Drum,Yogyakarta
30/09/2017 10:26:44,Participant 2818,Participant 2818,Pria,15/12/1998,85000002818,participant2818@email.com,Internal,Music - Guitar,Yogyakarta
30/09/2017 12:31:45,Participant 1366,Participant 1366,Wanita,4/5/1986,85000001366,participant1366@email.com,Internal,Vocal - Singer,Solo (Open Class)
30/09/2017 19:03:15,Participant 1367,Participant 1367,Pria,1/6/2004,85000001367,participant1367@email.com,Internal,Music - Guitar,Yogyakarta (Open Class)
30/09/2017 23:39:53,Participant 1368,Participant 1368,Wanita,15/01/2008,85000001368,participant1368@email.com,Internal,Music - Keyboard,Solo (Open Class)
1/10/2017 0:35,Participant 2572,Participant 2572,Pria,24/03/1997,85000002572,participant2572@email.com,Internal,Music - Keyboard,Yogyakarta
1/10/2017 9:07,Participant 2819,Participant 2819,Pria,22/05/1995,85000002819,participant2819@email.com,Internal,Music - Bass,Yogyakarta
1/10/2017 10:09,Participant 1369,Participant 1369,Wanita,5/4/1998,85000001369,participant1369@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
1/10/2017 11:18,Participant 2820,Participant 2820,Wanita,3/1/1987,85000002820,participant2820@email.com,Internal,Vocal - Singer,Yogyakarta
1/10/2017 12:38,Participant 1370,Participant 1370,Wanita,13/12/1979,85000001370,participant1370@email.com,Internal,Vocal - Choir,Solo (Open Class)
1/10/2017 13:46,Participant 2821,Participant 2821,Wanita,21/09/1993,85000002821,participant2821@email.com,Internal,Vocal - Body Voice,Yogyakarta
1/10/2017 14:11,Participant 2822,Participant 2822,Pria,26/12/1994,85000002822,participant2822@email.com,Internal,Music - Drum,Yogyakarta
2/10/2017 5:29,participant 2823,participant 2823,Wanita,1/1/1986,85000002823,participant2823@email.com,Internal,Vocal - Singer,Yogyakarta
2/10/2017 5:34,participant 2820,participant 2820,Wanita,3/1/1987,85000002820,participant2820@email.com,Internal,Vocal - Singer,Yogyakarta
2/10/2017 7:34,Participant 2824,Participant 2824,Wanita,22/08/1996,85000002824,participant2824@email.com,Internal,Arts - Percussion,Yogyakarta
2/10/2017 10:18,Participant 2825,Participant 2825,Pria,2/8/2017,85000002825,participant2825@email.com,Internal,Music - Guitar,Yogyakarta
2/10/2017 10:28,Participant 2826,Participant 2826,Wanita,18/03/2017,85000002826,participant2826@email.com,Internal,Vocal - Body Voice,Yogyakarta
2/10/2017 10:32,Participant 2580,Participant 2580,Wanita,26/05/1995,85000002580,participant2580@email.com,Internal,Music - Drum,Yogyakarta
2/10/2017 11:07,Participant 2825,Participant 2825,Pria,2/8/1984,85000002825,participant2825@email.com,Internal,Music - Guitar,Yogyakarta
2/10/2017 13:06,PARTICIPANT 2712,PARTICIPANT 2712,Wanita,3/12/1995,85000002712,participant2712@email.com,Internal,Vocal - Singer,Yogyakarta
2/10/2017 14:46,Participant 2827,Participant 2827,Wanita,8/6/1988,85000002827,participant2827@email.com,Internal,Arts - Percussion,Yogyakarta
2/10/2017 17:43,Participant 1371,Participant 1371,Wanita,6/9/1974,85000001371,participant1371@email.com,Internal,Vocal - Choir,Solo (Open Class)
2/10/2017 18:14,Participant 2828,Participant 2828,Wanita,7/11/1997,85000002828,participant2828@email.com,Internal,Vocal - Choir,Yogyakarta
2/10/2017 18:27,Participant 2829,Participant 2829,Wanita,3/7/1997,85000002829,participant2829@email.com,Internal,Arts - Movement,Yogyakarta
2/10/2017 18:30,Participant 1372,Participant 1372,Pria,19/12/2009,85000001372,participant1372@email.com,Internal,Music - Keyboard,Nias
2/10/2017 18:31,Participant 2830,Participant 2830,Wanita,10/5/1997,85000002830,participant2830@email.com,Internal,Vocal - Singer,Yogyakarta
2/10/2017 18:33,Participant 1360,Participant 1360,Wanita,15/08/1985,85000001360,participant1360@email.com,Internal,Visual - Makeup,Solo (Open Class)
2/10/2017 18:35,Participant 1337,Participant 1337,Pria,12/2/2008,85000001337,participant1337@email.com,Internal,Music - Drum,Nias
2/10/2017 18:37,Participant 1373,Participant 1373,Pria,24/10/2011,85000001373,participant1373@email.com,Internal,Music - Guitar,Nias
2/10/2017 19:18,Participant 2831,Participant 2831,Wanita,17/02/1999,85000002831,participant2831@email.com,Internal,Vocal - Singer,Yogyakarta
2/10/2017 20:44,Participant 2832,Participant 2832,Wanita,13/06/1995,85000002832,participant2832@email.com,Internal,Vocal - Body Voice,Yogyakarta
2/10/2017 21:20,Participant 2582,Participant 2582,Pria,22/10/1998,85000002582,participant2582@email.com,Internal,Music - Bass,Yogyakarta
2/10/2017 21:35,Participant 2833,Participant 2833,Wanita,16/04/1999,85000002833,participant2833@email.com,Internal,Arts - Percussion,Yogyakarta
2/10/2017 22:31,Participant 2834,Participant 2834,Pria,26/07/2001,85000002834,participant2834@email.com,Internal,Music - Guitar,Yogyakarta
2/10/2017 22:37,Participant 2835,Participant 2835,Wanita,24/07/1996,85000002835,participant2835@email.com,Internal,Arts - Percussion,Yogyakarta
2/10/2017 23:46,Participant 2836,Participant 2836,Pria,25/01/1998,85000002836,participant2836@email.com,Internal,Vocal - Singer,Yogyakarta
3/10/2017 14:45,Participant 1374,Participant 1374,Wanita,7/1/2012,85000001374,participant1374@email.com,Internal,Arts - Flag,Yogyakarta (Open Class)
3/10/2017 15:57,Participant 1375,Participant 1375,Wanita,19/11/2007,85000001375,participant1375@email.com,Internal,Arts - Percussion,Solo (Open Class)
3/10/2017 16:26,Participant 344,Participant 344,Wanita,31/08/1982,85000000344,participant344@email.com,Internal,Music - Keyboard,Solo
4/10/2017 11:54,Participant 1376,Participant 1376,Wanita,11/12/2022,85000001376,participant1376@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
4/10/2017 15:20,Participant 370,Participant 370,Wanita,7/6/1989,85000000370,participant370@email.com,Internal,Vocal - Singer,Yogyakarta
4/10/2017 15:40,Participant 1269,Participant 1269,Wanita,18/03/1997,85000001269,participant1269@email.com,Internal,Vocal - Singer,Surabaya
4/10/2017 17:08,Participant 1377,Participant 1377,Pria,30/10/2001,85000001377,participant1377@email.com,Internal,Music - Keyboard,Yogyakarta (Open Class)
5/10/2017 9:23,Participant 1378,Participant 1378,Pria,20/02/2000,85000001378,participant1378@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
5/10/2017 16:35,Participant 1379,Participant 1379,Pria,22/04/1978,85000001379,participant1379@email.com,Internal,Music - Guitar,Semarang
5/10/2017 16:57,Participant 1380,Participant 1380,Pria,7/7/2011,85000001380,participant1380@email.com,Internal,Arts - Movement,Semarang
7/10/2017 11:43,Participant 1381,Participant 1381,Wanita,23/01/1992,85000001381,participant1381@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
9/10/2017 13:19,Participant 1382,Participant 1382,Wanita,8/4/1995,85000001382,participant1382@email.com,Internal,Arts - Percussion,Yogyakarta (Open Class)
9/10/2017 15:36,Participant 1383,Participant 1383,Wanita,15/10/1984,85000001383,participant1383@email.com,Internal,Vocal - Singer,Samarinda
9/10/2017 20:26,Participant 1384,Participant 1384,Wanita,17/11/2003,85000001384,participant1384@email.com,Internal,Vocal - Singer,Yogyakarta (Open Class)
9/10/2017 22:52,Participant 1385,Participant 1385,Pria,3/3/1991,85000001385,participant1385@email.com,Internal,Vocal - Singer,Solo (Open Class)
